adres_id,kod_poczt,miasto,wojewodztwo,ulica,nr_domu,nr_mieszkania
447,60-967,Poznan,Wielkopolskie,Kwiatowa,51,32
448,15-102,Bialystok,Podlaskie,Lakowa,63,19
449,85-461,Bydgoszcz,Kujawsko-Pomorskie,Krotka,52,36
450,01-464,Warszawa,Mazowieckie,Zielona,0,29
451,31-403,Krakow,Malopolskie,Lipowa,58,2
452,90-001,Lodz,Lodzkie,Kwiatowa,80,49
453,65-751,Zielona Gora,Lubuskie,Sloneczna,21,26
454,15-102,Bialystok,Podlaskie,Akacjowa,52,32
455,10-900,Olsztyn,Warminsko-Mazurskie,Parkowa,44,6
456,60-967,Poznan,Wielkopolskie,Akacjowa,50,21
457,35-085,Rzeszow,Podkarpackie,Koscielna,37,46
458,51-416,Wroclaw,Dolnoslaskie,Polna,50,23
459,71-004,Szczecin,Zachodnio-Pomorskie,Kolejowa,34,9
460,60-967,Poznan,Wielkopolskie,Sloneczna,21,26
461,71-004,Szczecin,Zachodnio-Pomorskie,Szkolna,93,22
462,45-309,Opole,Opolskie,Kolejowa,16,43
463,60-967,Poznan,Wielkopolskie,Koscielna,53,19
464,31-403,Krakow,Malopolskie,Kwiatowa,22,32
465,65-751,Zielona Gora,Lubuskie,Szkolna,83,24
466,10-900,Olsztyn,Warminsko-Mazurskie,Sloneczna,97,44
467,15-102,Bialystok,Podlaskie,Polna,57,12
468,40-203,Katowice,Slaskie,Krotka,41,30
469,90-001,Lodz,Lodzkie,Lesna,61,43
470,51-416,Wroclaw,Dolnoslaskie,Koscielna,64,4
471,90-001,Lodz,Lodzkie,Lipowa,6,6
472,10-900,Olsztyn,Warminsko-Mazurskie,Kolejowa,42,17
473,31-403,Krakow,Malopolskie,Lesna,69,40
474,45-309,Opole,Opolskie,Kolejowa,65,11
475,20-218,Lublin,Lubelskie,Lipowa,89,36
476,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,50,50
477,15-102,Bialystok,Podlaskie,Akacjowa,79,23
478,45-309,Opole,Opolskie,Sosnowa,58,33
479,60-967,Poznan,Wielkopolskie,Lipowa,98,16
480,45-309,Opole,Opolskie,Sloneczna,34,7
481,80-761,Gdansk,Pomorskie,Brzozowa,28,31
482,71-004,Szczecin,Zachodnio-Pomorskie,Lesna,63,22
483,80-761,Gdansk,Pomorskie,Sosnowa,47,38
484,85-461,Bydgoszcz,Kujawsko-Pomorskie,Polna,18,28
485,71-004,Szczecin,Zachodnio-Pomorskie,Akacjowa,0,20
486,01-464,Warszawa,Mazowieckie,Lesna,96,1
487,51-416,Wroclaw,Dolnoslaskie,Polna,82,29
488,31-403,Krakow,Malopolskie,Parkowa,99,8
489,45-309,Opole,Opolskie,Polna,31,13
490,10-900,Olsztyn,Warminsko-Mazurskie,Lipowa,50,41
491,51-416,Wroclaw,Dolnoslaskie,Krotka,86,45
492,80-761,Gdansk,Pomorskie,Brzozowa,8,30
493,15-102,Bialystok,Podlaskie,Brzozowa,7,24
494,65-751,Zielona Gora,Lubuskie,Koscielna,10,13
495,85-461,Bydgoszcz,Kujawsko-Pomorskie,Sosnowa,74,43
496,80-761,Gdansk,Pomorskie,Koscielna,31,25
497,01-464,Warszawa,Mazowieckie,Polna,88,38
498,45-309,Opole,Opolskie,Polna,3,43
499,20-218,Lublin,Lubelskie,Zielona,56,27
500,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lipowa,41,40
501,51-416,Wroclaw,Dolnoslaskie,Brzozowa,38,5
502,01-464,Warszawa,Mazowieckie,Kwiatowa,54,34
503,60-967,Poznan,Wielkopolskie,Ogrodowa,18,8
504,90-001,Lodz,Lodzkie,Polna,28,27
505,45-309,Opole,Opolskie,Kwiatowa,9,39
506,90-001,Lodz,Lodzkie,Zielona,77,7
507,90-001,Lodz,Lodzkie,Szkolna,47,22
508,35-085,Rzeszow,Podkarpackie,Sosnowa,91,27
509,40-203,Katowice,Slaskie,Sloneczna,51,24
510,35-085,Rzeszow,Podkarpackie,Zielona,34,43
511,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lipowa,10,33
512,31-403,Krakow,Malopolskie,Ogrodowa,38,20
513,65-751,Zielona Gora,Lubuskie,Kolejowa,56,22
514,80-761,Gdansk,Pomorskie,Sloneczna,12,16
515,15-102,Bialystok,Podlaskie,Ogrodowa,92,1
516,25-900,Kielce,Swietokrzyskie,Zielona,0,8
517,20-218,Lublin,Lubelskie,Szkolna,35,45
518,15-102,Bialystok,Podlaskie,Akacjowa,65,6
519,51-416,Wroclaw,Dolnoslaskie,Sosnowa,93,39
520,45-309,Opole,Opolskie,Kwiatowa,91,5
521,40-203,Katowice,Slaskie,Koscielna,38,41
522,51-416,Wroclaw,Dolnoslaskie,Parkowa,36,25
523,90-001,Lodz,Lodzkie,Lakowa,70,44
524,15-102,Bialystok,Podlaskie,Lakowa,39,34
525,40-203,Katowice,Slaskie,Koscielna,46,40
526,51-416,Wroclaw,Dolnoslaskie,Szkolna,72,12
527,80-761,Gdansk,Pomorskie,Lesna,60,31
528,90-001,Lodz,Lodzkie,Lipowa,37,3
529,65-751,Zielona Gora,Lubuskie,Koscielna,46,15
530,85-461,Bydgoszcz,Kujawsko-Pomorskie,Sloneczna,77,10
531,51-416,Wroclaw,Dolnoslaskie,Ogrodowa,55,40
532,51-416,Wroclaw,Dolnoslaskie,Akacjowa,69,37
533,40-203,Katowice,Slaskie,Lesna,55,18
534,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kolejowa,57,32
535,40-203,Katowice,Slaskie,Sosnowa,27,19
536,35-085,Rzeszow,Podkarpackie,Zielona,7,16
537,01-464,Warszawa,Mazowieckie,Kolejowa,99,30
538,90-001,Lodz,Lodzkie,Lipowa,0,48
539,80-761,Gdansk,Pomorskie,Kolejowa,9,7
540,20-218,Lublin,Lubelskie,Krotka,9,27
541,25-900,Kielce,Swietokrzyskie,Lipowa,8,25
542,01-464,Warszawa,Mazowieckie,Koscielna,78,44
543,40-203,Katowice,Slaskie,Szkolna,46,3
544,20-218,Lublin,Lubelskie,Koscielna,82,39
545,01-464,Warszawa,Mazowieckie,Kolejowa,48,46
546,15-102,Bialystok,Podlaskie,Szkolna,64,44
547,20-218,Lublin,Lubelskie,Brzozowa,53,37
548,15-102,Bialystok,Podlaskie,Lipowa,67,17
549,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,95,34
550,01-464,Warszawa,Mazowieckie,Brzozowa,35,25
551,60-967,Poznan,Wielkopolskie,Zielona,64,23
552,15-102,Bialystok,Podlaskie,Brzozowa,88,35
553,90-001,Lodz,Lodzkie,Zielona,18,26
554,45-309,Opole,Opolskie,Brzozowa,58,50
555,80-761,Gdansk,Pomorskie,Lipowa,43,7
556,10-900,Olsztyn,Warminsko-Mazurskie,Lakowa,3,49
557,80-761,Gdansk,Pomorskie,Parkowa,65,49
558,60-967,Poznan,Wielkopolskie,Sloneczna,6,18
559,01-464,Warszawa,Mazowieckie,Brzozowa,66,7
560,65-751,Zielona Gora,Lubuskie,Sloneczna,95,37
561,45-309,Opole,Opolskie,Kolejowa,13,18
562,15-102,Bialystok,Podlaskie,Lakowa,49,13
563,71-004,Szczecin,Zachodnio-Pomorskie,Brzozowa,43,15
564,01-464,Warszawa,Mazowieckie,Kolejowa,66,41
565,31-403,Krakow,Malopolskie,Sloneczna,58,46
566,60-967,Poznan,Wielkopolskie,Lipowa,17,3
567,40-203,Katowice,Slaskie,Brzozowa,0,30
568,85-461,Bydgoszcz,Kujawsko-Pomorskie,Zielona,91,18
569,25-900,Kielce,Swietokrzyskie,Lakowa,76,20
570,65-751,Zielona Gora,Lubuskie,Koscielna,61,8
571,60-967,Poznan,Wielkopolskie,Lesna,12,33
572,15-102,Bialystok,Podlaskie,Polna,67,31
573,51-416,Wroclaw,Dolnoslaskie,Sosnowa,85,36
574,80-761,Gdansk,Pomorskie,Sloneczna,95,3
575,01-464,Warszawa,Mazowieckie,Kwiatowa,46,38
576,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lakowa,62,50
577,45-309,Opole,Opolskie,Sosnowa,41,41
578,45-309,Opole,Opolskie,Brzozowa,70,47
579,51-416,Wroclaw,Dolnoslaskie,Lesna,15,41
580,31-403,Krakow,Malopolskie,Kwiatowa,26,7
581,71-004,Szczecin,Zachodnio-Pomorskie,Szkolna,19,11
582,01-464,Warszawa,Mazowieckie,Polna,97,47
583,90-001,Lodz,Lodzkie,Zielona,28,23
584,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,6,23
585,25-900,Kielce,Swietokrzyskie,Zielona,82,37
586,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,24,17
587,80-761,Gdansk,Pomorskie,Sloneczna,72,23
588,65-751,Zielona Gora,Lubuskie,Brzozowa,95,17
589,40-203,Katowice,Slaskie,Ogrodowa,96,17
590,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lipowa,89,3
591,01-464,Warszawa,Mazowieckie,Zielona,93,16
592,60-967,Poznan,Wielkopolskie,Zielona,90,44
593,25-900,Kielce,Swietokrzyskie,Lipowa,0,16
594,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lakowa,36,3
595,35-085,Rzeszow,Podkarpackie,Szkolna,59,36
596,35-085,Rzeszow,Podkarpackie,Lakowa,71,25
597,80-761,Gdansk,Pomorskie,Polna,12,40
598,35-085,Rzeszow,Podkarpackie,Kolejowa,49,30
599,80-761,Gdansk,Pomorskie,Parkowa,6,29
600,90-001,Lodz,Lodzkie,Parkowa,39,14
601,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kwiatowa,14,50
602,40-203,Katowice,Slaskie,Parkowa,49,47
603,10-900,Olsztyn,Warminsko-Mazurskie,Szkolna,60,49
604,71-004,Szczecin,Zachodnio-Pomorskie,Lesna,61,45
605,51-416,Wroclaw,Dolnoslaskie,Sloneczna,83,50
606,31-403,Krakow,Malopolskie,Kolejowa,56,5
607,45-309,Opole,Opolskie,Sloneczna,59,9
608,31-403,Krakow,Malopolskie,Lipowa,83,22
609,10-900,Olsztyn,Warminsko-Mazurskie,Sosnowa,30,4
610,01-464,Warszawa,Mazowieckie,Kwiatowa,64,16
611,71-004,Szczecin,Zachodnio-Pomorskie,Kolejowa,74,12
612,90-001,Lodz,Lodzkie,Lipowa,13,27
613,15-102,Bialystok,Podlaskie,Krotka,20,36
614,65-751,Zielona Gora,Lubuskie,Zielona,67,4
615,51-416,Wroclaw,Dolnoslaskie,Kolejowa,80,4
616,10-900,Olsztyn,Warminsko-Mazurskie,Lipowa,28,17
617,25-900,Kielce,Swietokrzyskie,Akacjowa,70,35
618,51-416,Wroclaw,Dolnoslaskie,Sosnowa,7,29
619,80-761,Gdansk,Pomorskie,Sosnowa,66,31
620,80-761,Gdansk,Pomorskie,Ogrodowa,88,7
621,10-900,Olsztyn,Warminsko-Mazurskie,Brzozowa,84,49
622,71-004,Szczecin,Zachodnio-Pomorskie,Kwiatowa,73,12
623,65-751,Zielona Gora,Lubuskie,Ogrodowa,24,42
624,35-085,Rzeszow,Podkarpackie,Koscielna,33,15
625,35-085,Rzeszow,Podkarpackie,Kwiatowa,83,40
626,51-416,Wroclaw,Dolnoslaskie,Brzozowa,4,45
627,15-102,Bialystok,Podlaskie,Polna,16,34
628,45-309,Opole,Opolskie,Ogrodowa,89,9
629,45-309,Opole,Opolskie,Lesna,39,4
630,60-967,Poznan,Wielkopolskie,Kwiatowa,46,2
631,15-102,Bialystok,Podlaskie,Brzozowa,9,48
632,90-001,Lodz,Lodzkie,Ogrodowa,55,48
633,45-309,Opole,Opolskie,Krotka,69,1
634,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lakowa,82,46
635,40-203,Katowice,Slaskie,Sloneczna,76,39
636,10-900,Olsztyn,Warminsko-Mazurskie,Lakowa,0,43
637,90-001,Lodz,Lodzkie,Koscielna,13,17
638,01-464,Warszawa,Mazowieckie,Ogrodowa,70,19
639,90-001,Lodz,Lodzkie,Koscielna,85,47
640,35-085,Rzeszow,Podkarpackie,Kolejowa,13,37
641,80-761,Gdansk,Pomorskie,Koscielna,60,7
642,25-900,Kielce,Swietokrzyskie,Polna,46,20
643,65-751,Zielona Gora,Lubuskie,Szkolna,77,9
644,40-203,Katowice,Slaskie,Szkolna,66,13
645,60-967,Poznan,Wielkopolskie,Koscielna,6,24
646,65-751,Zielona Gora,Lubuskie,Lesna,98,3
647,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,81,10
648,25-900,Kielce,Swietokrzyskie,Sloneczna,27,35
649,35-085,Rzeszow,Podkarpackie,Parkowa,43,21
650,01-464,Warszawa,Mazowieckie,Lipowa,23,29
651,60-967,Poznan,Wielkopolskie,Kwiatowa,72,12
652,60-967,Poznan,Wielkopolskie,Lesna,85,37
653,80-761,Gdansk,Pomorskie,Krotka,77,9
654,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,49,10
655,80-761,Gdansk,Pomorskie,Polna,12,6
656,40-203,Katowice,Slaskie,Kolejowa,93,45
657,80-761,Gdansk,Pomorskie,Polna,27,43
658,60-967,Poznan,Wielkopolskie,Sloneczna,29,48
659,15-102,Bialystok,Podlaskie,Brzozowa,1,18
660,51-416,Wroclaw,Dolnoslaskie,Ogrodowa,51,38
661,65-751,Zielona Gora,Lubuskie,Polna,15,37
662,60-967,Poznan,Wielkopolskie,Lesna,51,6
663,35-085,Rzeszow,Podkarpackie,Kolejowa,4,26
664,90-001,Lodz,Lodzkie,Kolejowa,64,22
665,31-403,Krakow,Malopolskie,Parkowa,8,49
666,65-751,Zielona Gora,Lubuskie,Koscielna,68,35
667,65-751,Zielona Gora,Lubuskie,Lakowa,40,12
668,90-001,Lodz,Lodzkie,Brzozowa,8,36
669,10-900,Olsztyn,Warminsko-Mazurskie,Lakowa,80,41
670,80-761,Gdansk,Pomorskie,Koscielna,96,2
671,45-309,Opole,Opolskie,Koscielna,15,7
672,85-461,Bydgoszcz,Kujawsko-Pomorskie,Krotka,11,26
673,51-416,Wroclaw,Dolnoslaskie,Parkowa,18,39
674,15-102,Bialystok,Podlaskie,Kwiatowa,77,40
675,35-085,Rzeszow,Podkarpackie,Koscielna,57,20
676,15-102,Bialystok,Podlaskie,Szkolna,78,11
677,01-464,Warszawa,Mazowieckie,Sloneczna,83,44
678,20-218,Lublin,Lubelskie,Krotka,45,18
679,60-967,Poznan,Wielkopolskie,Kolejowa,42,12
680,51-416,Wroclaw,Dolnoslaskie,Kolejowa,70,30
681,65-751,Zielona Gora,Lubuskie,Brzozowa,25,5
682,40-203,Katowice,Slaskie,Kolejowa,27,24
683,90-001,Lodz,Lodzkie,Parkowa,59,19
684,51-416,Wroclaw,Dolnoslaskie,Lesna,95,14
685,60-967,Poznan,Wielkopolskie,Lakowa,62,18
686,25-900,Kielce,Swietokrzyskie,Szkolna,69,42
687,15-102,Bialystok,Podlaskie,Kwiatowa,72,28
688,15-102,Bialystok,Podlaskie,Parkowa,6,27
689,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,32,8
690,45-309,Opole,Opolskie,Sosnowa,70,48
691,80-761,Gdansk,Pomorskie,Lakowa,11,11
692,01-464,Warszawa,Mazowieckie,Koscielna,82,12
693,80-761,Gdansk,Pomorskie,Sosnowa,99,5
694,45-309,Opole,Opolskie,Krotka,13,5
695,25-900,Kielce,Swietokrzyskie,Parkowa,51,15
696,80-761,Gdansk,Pomorskie,Ogrodowa,25,23
697,35-085,Rzeszow,Podkarpackie,Kwiatowa,56,32
698,90-001,Lodz,Lodzkie,Lesna,22,41
699,45-309,Opole,Opolskie,Lipowa,25,20
700,71-004,Szczecin,Zachodnio-Pomorskie,Lesna,88,23
701,65-751,Zielona Gora,Lubuskie,Zielona,23,33
702,85-461,Bydgoszcz,Kujawsko-Pomorskie,Polna,3,14
703,65-751,Zielona Gora,Lubuskie,Parkowa,21,17
704,31-403,Krakow,Malopolskie,Koscielna,25,9
705,65-751,Zielona Gora,Lubuskie,Lesna,13,26
706,25-900,Kielce,Swietokrzyskie,Sloneczna,8,2
707,20-218,Lublin,Lubelskie,Polna,81,7
708,35-085,Rzeszow,Podkarpackie,Krotka,19,22
709,80-761,Gdansk,Pomorskie,Szkolna,94,31
710,31-403,Krakow,Malopolskie,Kwiatowa,85,8
711,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kwiatowa,67,32
712,85-461,Bydgoszcz,Kujawsko-Pomorskie,Krotka,94,44
713,35-085,Rzeszow,Podkarpackie,Kwiatowa,90,2
714,90-001,Lodz,Lodzkie,Ogrodowa,43,33
715,71-004,Szczecin,Zachodnio-Pomorskie,Sloneczna,14,17
716,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,89,16
717,80-761,Gdansk,Pomorskie,Sloneczna,3,11
718,90-001,Lodz,Lodzkie,Akacjowa,54,42
719,15-102,Bialystok,Podlaskie,Lipowa,17,39
720,31-403,Krakow,Malopolskie,Lipowa,30,20
721,15-102,Bialystok,Podlaskie,Szkolna,69,10
722,25-900,Kielce,Swietokrzyskie,Lesna,19,42
723,90-001,Lodz,Lodzkie,Lesna,37,33
724,31-403,Krakow,Malopolskie,Koscielna,61,22
725,80-761,Gdansk,Pomorskie,Zielona,32,45
726,35-085,Rzeszow,Podkarpackie,Kolejowa,7,18
727,80-761,Gdansk,Pomorskie,Lipowa,27,39
728,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,39,8
729,85-461,Bydgoszcz,Kujawsko-Pomorskie,Brzozowa,32,49
730,40-203,Katowice,Slaskie,Brzozowa,77,4
731,25-900,Kielce,Swietokrzyskie,Brzozowa,86,8
732,71-004,Szczecin,Zachodnio-Pomorskie,Kwiatowa,44,1
733,65-751,Zielona Gora,Lubuskie,Kwiatowa,11,32
734,40-203,Katowice,Slaskie,Szkolna,90,6
735,60-967,Poznan,Wielkopolskie,Akacjowa,96,45
736,31-403,Krakow,Malopolskie,Ogrodowa,20,13
737,80-761,Gdansk,Pomorskie,Lesna,24,37
738,40-203,Katowice,Slaskie,Kolejowa,36,14
739,40-203,Katowice,Slaskie,Sloneczna,29,21
740,85-461,Bydgoszcz,Kujawsko-Pomorskie,Akacjowa,45,21
741,71-004,Szczecin,Zachodnio-Pomorskie,Krotka,97,46
742,40-203,Katowice,Slaskie,Parkowa,22,13
743,85-461,Bydgoszcz,Kujawsko-Pomorskie,Krotka,34,37
744,40-203,Katowice,Slaskie,Kwiatowa,6,19
745,40-203,Katowice,Slaskie,Lesna,1,48
746,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,72,5
747,90-001,Lodz,Lodzkie,Kolejowa,70,1
748,90-001,Lodz,Lodzkie,Parkowa,20,20
749,45-309,Opole,Opolskie,Sosnowa,89,3
750,40-203,Katowice,Slaskie,Sloneczna,60,45
751,71-004,Szczecin,Zachodnio-Pomorskie,Krotka,3,35
752,71-004,Szczecin,Zachodnio-Pomorskie,Polna,24,43
753,10-900,Olsztyn,Warminsko-Mazurskie,Brzozowa,22,8
754,65-751,Zielona Gora,Lubuskie,Kwiatowa,81,26
755,01-464,Warszawa,Mazowieckie,Kolejowa,12,26
756,51-416,Wroclaw,Dolnoslaskie,Lesna,89,29
757,85-461,Bydgoszcz,Kujawsko-Pomorskie,Ogrodowa,65,13
758,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,49,10
759,90-001,Lodz,Lodzkie,Brzozowa,51,3
760,20-218,Lublin,Lubelskie,Lipowa,66,32
761,65-751,Zielona Gora,Lubuskie,Sosnowa,41,22
762,60-967,Poznan,Wielkopolskie,Ogrodowa,0,17
763,80-761,Gdansk,Pomorskie,Ogrodowa,48,30
764,25-900,Kielce,Swietokrzyskie,Szkolna,45,20
765,80-761,Gdansk,Pomorskie,Szkolna,71,5
766,71-004,Szczecin,Zachodnio-Pomorskie,Lesna,50,8
767,51-416,Wroclaw,Dolnoslaskie,Szkolna,88,2
768,60-967,Poznan,Wielkopolskie,Krotka,88,16
769,10-900,Olsztyn,Warminsko-Mazurskie,Ogrodowa,88,34
770,60-967,Poznan,Wielkopolskie,Zielona,72,35
771,25-900,Kielce,Swietokrzyskie,Lipowa,42,6
772,65-751,Zielona Gora,Lubuskie,Lesna,15,5
773,10-900,Olsztyn,Warminsko-Mazurskie,Szkolna,64,30
774,90-001,Lodz,Lodzkie,Polna,54,28
775,35-085,Rzeszow,Podkarpackie,Ogrodowa,92,8
776,65-751,Zielona Gora,Lubuskie,Lipowa,11,46
777,45-309,Opole,Opolskie,Szkolna,48,2
778,40-203,Katowice,Slaskie,Ogrodowa,1,9
779,20-218,Lublin,Lubelskie,Akacjowa,58,48
780,25-900,Kielce,Swietokrzyskie,Akacjowa,31,36
781,40-203,Katowice,Slaskie,Akacjowa,64,42
782,85-461,Bydgoszcz,Kujawsko-Pomorskie,Sosnowa,90,31
783,40-203,Katowice,Slaskie,Kwiatowa,8,29
784,15-102,Bialystok,Podlaskie,Lakowa,49,5
785,51-416,Wroclaw,Dolnoslaskie,Szkolna,72,25
786,60-967,Poznan,Wielkopolskie,Polna,76,17
787,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lakowa,39,5
788,40-203,Katowice,Slaskie,Koscielna,50,4
789,90-001,Lodz,Lodzkie,Kwiatowa,62,13
790,20-218,Lublin,Lubelskie,Lesna,53,18
791,90-001,Lodz,Lodzkie,Polna,84,48
792,90-001,Lodz,Lodzkie,Polna,89,41
793,10-900,Olsztyn,Warminsko-Mazurskie,Lipowa,6,1
794,01-464,Warszawa,Mazowieckie,Lakowa,60,6
795,10-900,Olsztyn,Warminsko-Mazurskie,Sosnowa,55,5
796,60-967,Poznan,Wielkopolskie,Lipowa,78,8
797,15-102,Bialystok,Podlaskie,Sloneczna,36,7
798,90-001,Lodz,Lodzkie,Krotka,78,7
799,20-218,Lublin,Lubelskie,Lakowa,44,49
800,40-203,Katowice,Slaskie,Krotka,4,25
801,20-218,Lublin,Lubelskie,Kwiatowa,84,46
802,85-461,Bydgoszcz,Kujawsko-Pomorskie,Krotka,49,27
803,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,4,10
804,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,6,11
805,10-900,Olsztyn,Warminsko-Mazurskie,Polna,68,12
806,90-001,Lodz,Lodzkie,Sosnowa,44,43
807,40-203,Katowice,Slaskie,Polna,95,34
808,85-461,Bydgoszcz,Kujawsko-Pomorskie,Sosnowa,16,42
809,20-218,Lublin,Lubelskie,Polna,39,9
810,31-403,Krakow,Malopolskie,Brzozowa,27,16
811,51-416,Wroclaw,Dolnoslaskie,Brzozowa,87,29
812,20-218,Lublin,Lubelskie,Lesna,75,47
813,45-309,Opole,Opolskie,Lesna,19,14
814,01-464,Warszawa,Mazowieckie,Lipowa,12,1
815,85-461,Bydgoszcz,Kujawsko-Pomorskie,Zielona,31,20
816,10-900,Olsztyn,Warminsko-Mazurskie,Polna,92,31
817,10-900,Olsztyn,Warminsko-Mazurskie,Lipowa,47,40
818,60-967,Poznan,Wielkopolskie,Lesna,59,48
819,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,95,14
820,40-203,Katowice,Slaskie,Brzozowa,75,3
821,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,28,28
822,45-309,Opole,Opolskie,Parkowa,0,37
823,90-001,Lodz,Lodzkie,Koscielna,62,7
824,51-416,Wroclaw,Dolnoslaskie,Brzozowa,80,42
825,60-967,Poznan,Wielkopolskie,Sloneczna,68,29
826,15-102,Bialystok,Podlaskie,Parkowa,80,20
827,15-102,Bialystok,Podlaskie,Kolejowa,38,21
828,60-967,Poznan,Wielkopolskie,Krotka,24,42
829,40-203,Katowice,Slaskie,Ogrodowa,29,35
830,85-461,Bydgoszcz,Kujawsko-Pomorskie,Brzozowa,91,30
831,65-751,Zielona Gora,Lubuskie,Polna,96,7
832,80-761,Gdansk,Pomorskie,Ogrodowa,48,14
833,35-085,Rzeszow,Podkarpackie,Koscielna,25,7
834,25-900,Kielce,Swietokrzyskie,Lakowa,94,24
835,10-900,Olsztyn,Warminsko-Mazurskie,Parkowa,86,40
836,25-900,Kielce,Swietokrzyskie,Brzozowa,21,10
837,20-218,Lublin,Lubelskie,Szkolna,64,19
838,25-900,Kielce,Swietokrzyskie,Lipowa,22,17
839,25-900,Kielce,Swietokrzyskie,Szkolna,95,37
840,20-218,Lublin,Lubelskie,Brzozowa,45,30
841,25-900,Kielce,Swietokrzyskie,Zielona,87,6
842,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,62,31
843,35-085,Rzeszow,Podkarpackie,Akacjowa,80,13
844,10-900,Olsztyn,Warminsko-Mazurskie,Ogrodowa,23,34
845,40-203,Katowice,Slaskie,Ogrodowa,82,6
846,90-001,Lodz,Lodzkie,Szkolna,71,16
847,15-102,Bialystok,Podlaskie,Ogrodowa,73,41
848,20-218,Lublin,Lubelskie,Sosnowa,70,10
849,40-203,Katowice,Slaskie,Lakowa,94,48
850,45-309,Opole,Opolskie,Szkolna,79,38
851,85-461,Bydgoszcz,Kujawsko-Pomorskie,Koscielna,56,39
852,90-001,Lodz,Lodzkie,Sloneczna,8,5
853,90-001,Lodz,Lodzkie,Lipowa,99,50
854,51-416,Wroclaw,Dolnoslaskie,Krotka,4,6
855,90-001,Lodz,Lodzkie,Lakowa,35,21
856,40-203,Katowice,Slaskie,Lesna,16,47
857,20-218,Lublin,Lubelskie,Lesna,62,39
858,51-416,Wroclaw,Dolnoslaskie,Polna,65,7
859,80-761,Gdansk,Pomorskie,Sloneczna,81,41
860,01-464,Warszawa,Mazowieckie,Krotka,67,1
861,71-004,Szczecin,Zachodnio-Pomorskie,Lesna,3,41
862,10-900,Olsztyn,Warminsko-Mazurskie,Lakowa,88,32
863,25-900,Kielce,Swietokrzyskie,Lesna,5,17
864,71-004,Szczecin,Zachodnio-Pomorskie,Zielona,26,46
865,25-900,Kielce,Swietokrzyskie,Polna,46,26
866,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kolejowa,40,17
867,80-761,Gdansk,Pomorskie,Kwiatowa,29,27
868,71-004,Szczecin,Zachodnio-Pomorskie,Sloneczna,12,35
869,25-900,Kielce,Swietokrzyskie,Szkolna,97,32
870,31-403,Krakow,Malopolskie,Ogrodowa,60,22
871,25-900,Kielce,Swietokrzyskie,Parkowa,79,14
872,25-900,Kielce,Swietokrzyskie,Zielona,63,29
873,01-464,Warszawa,Mazowieckie,Kolejowa,56,29
874,25-900,Kielce,Swietokrzyskie,Akacjowa,1,29
875,20-218,Lublin,Lubelskie,Ogrodowa,30,27
876,15-102,Bialystok,Podlaskie,Kwiatowa,36,10
877,20-218,Lublin,Lubelskie,Sosnowa,58,12
878,45-309,Opole,Opolskie,Akacjowa,99,29
879,15-102,Bialystok,Podlaskie,Koscielna,33,28
880,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lipowa,54,11
881,25-900,Kielce,Swietokrzyskie,Sosnowa,86,26
882,15-102,Bialystok,Podlaskie,Szkolna,51,37
883,90-001,Lodz,Lodzkie,Kwiatowa,40,11
884,40-203,Katowice,Slaskie,Akacjowa,22,44
885,31-403,Krakow,Malopolskie,Sosnowa,34,33
886,90-001,Lodz,Lodzkie,Lakowa,21,32
887,40-203,Katowice,Slaskie,Koscielna,10,37
888,65-751,Zielona Gora,Lubuskie,Zielona,32,47
889,80-761,Gdansk,Pomorskie,Akacjowa,16,20
890,71-004,Szczecin,Zachodnio-Pomorskie,Lesna,6,48
891,25-900,Kielce,Swietokrzyskie,Kolejowa,37,21
892,35-085,Rzeszow,Podkarpackie,Lipowa,2,32
893,40-203,Katowice,Slaskie,Zielona,33,37
894,10-900,Olsztyn,Warminsko-Mazurskie,Sosnowa,70,16
895,90-001,Lodz,Lodzkie,Lesna,39,44
896,65-751,Zielona Gora,Lubuskie,Szkolna,11,21
